3891,4303
1857,3486,1
1857,3530,1
1857,3574,1
1857,3712,2
1857,3733,1
1857,3736,1
1857,3798,1
1857,3817,1
1857,3869,1
1857,3875,1
1857,3952,1
1857,4113,1
1857,4155,1
1857,4156,1
1857,4248,1
1858,270,1
1858,425,1
1858,482,1
1858,736,1
1858,780,1
1858,838,1
1858,890,1
1858,960,1
1858,1121,1
1858,1124,1
1858,1189,1
1858,1342,1
1858,1360,1
1858,1373,3
1858,1673,1
1858,1699,1
1858,2031,1
1858,2082,1
1858,2284,1
1858,2411,1
1858,2810,1
1858,2820,1
1858,2839,1
1858,2962,1
1858,3090,1
1858,3218,1
1858,3238,1
1858,3264,1
1858,3303,1
1858,3344,1
1858,3533,1
1858,3798,2
1858,3903,2
1858,4044,1
1858,4119,1
1859,225,1
1859,343,1
1859,388,1
1859,451,1
1859,550,2
1859,665,1
1859,780,2
1859,890,1
1859,1132,1
1859,1284,6
1859,1394,2
1859,1432,1
1859,1490,1
1859,1579,1
1859,1671,1
1859,1673,1
1859,1678,1
1859,1840,1
1859,1848,1
1859,1927,2
1859,1963,1
1859,2013,1
1859,2078,1
1859,2187,1
1859,2379,1
1859,2418,1
1859,2459,1
1859,2767,1
1859,2768,1
1859,2857,1
1859,2883,3
1859,2896,1
1859,2922,1
1859,2962,1
1859,2972,1
1859,3084,1
1859,3166,1
1859,3282,1
1859,3435,1
1859,3446,2
1859,3453,2
1859,3465,1
1859,3528,1
1859,3531,1
1859,3532,1
1859,3604,1
1859,3613,1
1859,3638,1
1859,3818,1
1859,3883,1
1859,3886,1
1860,137,3
1860,241,1
1860,309,2
1860,535,1
1860,551,1
1860,978,2
1860,1609,2
1860,1698,1
1860,1782,1
1860,1859,4
1860,1883,2
1860,2161,1
1860,2258,1
1860,2510,1
1860,2516,1
1860,2561,1
1860,2629,2
1860,2914,1
1860,3362,1
1860,3966,1
1860,4168,2
1860,4170,1
1861,2,2
1861,98,1
1861,145,1
1861,200,2
1861,277,1
1861,281,1
1861,298,1
1861,318,1
1861,324,1
1861,472,1
1861,482,2
1861,513,1
1861,547,2
1861,602,2
1861,637,2
1861,780,1
1861,906,5
1861,907,1
1861,1078,1
1861,1089,1
1861,1114,1
1861,1162,1
1861,1198,1
1861,1481,1
1861,1693,1
1861,1705,1
1861,1910,3
1861,1932,1
1861,2078,2
1861,2126,1
1861,2281,1
1861,2598,1
1861,2629,1
1861,2894,1
1861,3119,1
1861,3202,1
1861,3449,2
1861,3674,1
1861,3818,1
1861,3879,1
1861,3961,1
1861,4077,1
1861,4221,1
1861,4233,1
1862,185,1
1862,402,1
1862,511,1
1862,561,1
1862,640,1
1862,697,1
1862,839,2
1862,860,1
1862,989,2
1862,1171,1
1862,1338,1
1862,1367,1
1862,1983,2
1862,2311,3
1862,2538,1
1862,2734,1
1862,3489,1
1862,3492,1
1862,3647,1
1862,3729,3
1862,4013,3
1863,469,1
1863,476,1
1863,841,1
1863,994,1
1863,1837,1
1863,2311,1
1863,2465,1
1863,2498,1
1863,2567,1
1863,2694,1
1863,2962,2
1863,2985,2
1863,2998,1
1863,3001,2
1863,3122,1
1863,3168,2
1863,3465,1
1863,3723,1
1863,3729,1
1863,3749,1
1863,3867,1
1863,3903,4
1863,3905,1
1863,3940,1
1863,4006,1
1863,4013,1
1863,4143,1
1863,4159,2
1863,4185,1
1864,253,2
1864,326,1
1864,388,1
1864,928,1
1864,1133,2
1864,1208,1
1864,1249,1
1864,1264,1
1864,1390,1
1864,1457,1
1864,1640,1
1864,1680,1
1864,1738,1
1864,1983,1
1864,2074,4
1864,2101,1
1864,2109,1
1864,2207,1
1864,2228,1
1864,2773,1
1864,2971,1
1864,3127,1
1864,3254,1
1864,3354,1
1864,3422,1
1864,3432,1
1864,3465,1
1864,3575,1
1864,3826,1
1864,3842,1
1864,4044,1
1864,4156,1
1865,198,1
1865,301,1
1865,379,1
1865,482,1
1865,576,1
1865,766,1
1865,1162,1
1865,1521,1
1865,1693,2
1865,1695,1
1865,1780,1
1865,1892,1
1865,1966,1
1865,2074,1
1865,2329,4
1865,2496,3
1865,2498,1
1865,2775,1
1865,2987,1
1865,3405,1
1865,3772,1
1865,3818,2
1865,3851,1
1865,3953,1
1865,4006,3
1865,4168,1
1865,4286,1
1865,4295,1
1866,301,1
1866,309,1
1866,1200,1
1866,1208,1
1866,1252,1
1866,1441,1
1866,1789,1
1866,1811,1
1866,2015,1
1866,2238,1
1866,2507,1
1866,2515,1
1866,2567,1
1866,2836,1
1866,2853,1
1866,2900,1
1866,2939,1
1866,3066,1
1866,3314,2
1866,3564,1
1866,3712,2
1866,3888,1
1867,188,1
1867,253,1
1867,301,1
1867,506,1
1867,515,1
1867,914,2
1867,1092,2
1867,1264,1
1867,1338,1
1867,1673,1
1867,1765,1
1867,1811,1
1867,1830,1
1867,1863,1
1867,1972,2
1867,2038,1
1867,2123,1
1867,2335,1
1867,2507,1
1867,2734,2
1867,2820,1
1867,3066,1
1867,3085,1
1867,3097,1
1867,3140,1
1867,3246,2
1867,3314,2
1867,3401,1
1867,3515,1
1867,3625,1
1867,3725,1
1867,3823,1
1867,4032,1
1867,4110,4
1867,4162,1
1868,301,2
1868,304,1
1868,312,1
1868,571,1
1868,838,2
1868,842,1
1868,1109,1
1868,1133,2
1868,1320,1
1868,1450,1
1868,1487,1
1868,1601,1
1868,1751,1
1868,1764,1
1868,1827,1
1868,1836,1
1868,1946,1
1868,1973,1
1868,2109,2
1868,2188,1
1868,2547,1
1868,2694,1
1868,2759,1
1868,2993,3
1868,3054,2
1868,3069,1
1868,3186,1
1868,3450,1
1868,3529,1
1868,3630,1
1868,3648,1
1868,3772,1
1868,3823,1
1868,3906,1
1868,4005,2
1869,212,1
1869,251,2
1869,253,1
1869,284,1
1869,301,1
1869,716,1
1869,737,1
1869,761,1
1869,793,1
1869,914,1
1869,1367,2
1869,1372,1
1869,1450,1
1869,1495,1
1869,1510,2
1869,1555,1
1869,1936,1
1869,1939,1
1869,2216,1
1869,2533,1
1869,2661,1
1869,2734,4
1869,3739,2
1869,3911,1
1870,56,1
1870,118,1
1870,253,1
1870,303,1
1870,304,1
1870,455,2
1870,477,1
1870,588,1
1870,654,1
1870,747,3
1870,867,1
1870,970,1
1870,984,1
1870,1064,1
1870,1132,1
1870,1223,1
1870,1251,1
1870,1264,1
1870,1491,1
1870,1602,1
1870,1673,1
1870,1678,1
1870,1725,1
1870,1736,1
1870,1764,1
1870,1780,3
1870,1789,1
1870,1869,1
1870,1953,1
1870,1972,7
1870,2037,2
1870,2344,1
1870,2395,1
1870,2455,1
1870,2463,1
1870,2516,2
1870,2535,1
1870,2538,1
1870,2715,1
1870,2734,2
1870,2825,1
1870,2843,1
1870,2881,1
1870,3022,3
1870,3076,1
1870,3086,1
1870,3091,1
1870,3278,1
1870,3453,1
1870,3530,3
1870,3553,1
1870,3723,1
1870,3955,1
1870,4244,1
1870,4247,1
1871,5,1
1871,56,1
1871,137,1
1871,188,1
1871,225,1
1871,251,2
1871,253,1
1871,402,1
1871,588,1
1871,903,1
1871,907,1
1871,914,1
1871,1037,1
1871,1200,1
1871,1264,2
1871,1300,1
1871,1393,1
1871,1491,1
1871,1518,1
1871,1611,2
1871,1678,2
1871,1740,1
1871,1823,1
1871,1869,1
1871,1908,1
1871,1972,2
1871,1987,1
1871,2037,1
1871,2041,1
1871,2111,2
1871,2119,1
1871,2392,1
1871,2526,1
1871,2535,1
1871,2721,1
1871,2724,1
1871,2725,1
1871,2734,1
1871,2895,3
1871,2929,1
1871,3022,3
1871,3345,2
1871,3530,1
1871,3674,1
1871,3678,2
1871,4019,1
1871,4247,2
1871,4263,1
1871,4279,1
1872,78,1
1872,547,1
1872,616,1
1872,662,2
1872,673,1
1872,1152,1
1872,1167,3
1872,1264,1
1872,1296,1
1872,1526,1
1872,1711,1
1872,1789,1
1872,2041,2
1872,2163,1
1872,2166,1
1872,2276,1
1872,2372,2
1872,2435,1
1872,2543,1
1872,2839,2
1872,2846,2
1872,2896,1
1872,2933,1
1872,2984,1
1872,2985,1
1872,2987,4
1872,3245,1
1872,3327,1
1872,3486,2
1872,3507,1
1872,3539,2
1872,3811,1
1872,3817,1
1872,3955,2
1872,3970,1
1872,4099,1
1872,4181,2
1873,133,1
1873,251,1
1873,322,1
1873,382,1
1873,402,2
1873,494,2
1873,495,2
1873,710,1
1873,838,1
1873,843,1
1873,927,1
1873,998,1
1873,1035,1
1873,1180,1
1873,1202,1
1873,1432,1
1873,1580,1
1873,1750,1
1873,1801,2
1873,1804,1
1873,1836,3
1873,1921,2
1873,1963,1
1873,2217,1
1873,2249,1
1873,2284,1
1873,2348,1
1873,2455,1
1873,2479,1
1873,2611,1
1873,2811,1
1873,2818,1
1873,2820,1
1873,2962,1
1873,3091,1
1873,3282,1
1873,3296,2
1873,3424,1
1873,3607,1
1873,3693,1
1873,3705,1
1873,3867,2
1873,4094,1
1873,4159,1
1874,167,3
1874,200,1
1874,270,1
1874,273,1
1874,451,1
1874,471,2
1874,596,1
1874,780,3
1874,877,1
1874,1060,2
1874,1061,2
1874,1217,1
1874,1334,1
1874,1364,1
1874,1372,1
1874,1457,1
1874,1645,1
1874,1693,2
1874,1711,1
1874,2385,1
1874,2526,1
1874,2820,2
1874,2896,2
1874,2925,1
1874,3432,1
1874,3449,1
1874,3832,1
1874,3851,1
1874,4077,1
1874,4093,1
1874,4143,1
1875,42,4
1875,43,1
1875,137,3
1875,200,2
1875,231,1
1875,244,1
1875,375,1
1875,594,1
1875,780,3
1875,795,1
1875,890,1
1875,1162,1
1875,1578,1
1875,1645,1
1875,1660,2
1875,1692,1
1875,1713,1
1875,2014,1
1875,2498,1
1875,2629,3
1875,2633,2
1875,2645,1
1875,2653,1
1875,2810,1
1875,2884,1
1875,3191,1
1875,3230,1
1875,3231,1
1875,3432,1
1875,3700,1
1875,3776,1
1875,3843,1
1875,4052,1
1875,4168,1
1875,4179,1
1876,472,1
1876,551,1
1876,740,2
1876,1713,1
1876,1825,2
1876,1869,1
1876,2767,1
1876,2896,2
1876,3423,1
1876,3670,1
1876,3688,3
1877,380,1
1877,388,1
1877,601,1
1877,613,1
1877,780,1
1877,839,1
1877,849,1
1877,890,1
1877,1064,2
1877,1095,1
1877,1159,1
1877,1162,2
1877,1304,1
1877,1356,1
1877,1713,1
1877,1721,1
1877,1811,1
1877,1818,1
1877,1830,1
1877,1866,1
1877,1868,1
1877,1883,2
1877,1908,1
1877,2074,3
1877,2161,1
1877,2498,1
1877,2611,1
1877,2723,1
1877,2849,1
1877,2976,1
1877,3231,5
1877,3267,1
1877,3381,2
1877,3432,1
1877,3465,1
1877,3605,1
1877,3688,4
1877,3695,1
1877,3799,1
1877,3818,5
1877,4006,1
1878,84,3
1878,137,3
1878,235,1
1878,253,2
1878,438,1
1878,440,3
1878,482,1
1878,489,1
1878,547,1
1878,707,2
1878,780,7
1878,890,2
1878,906,5
1878,1035,1
1878,1162,4
1878,1177,1
1878,1393,1
1878,1570,1
1878,1640,1
1878,1678,2
1878,1967,1
1878,2041,1
1878,2057,2
1878,2093,1
1878,2125,1
1878,2291,1
1878,2329,2
1878,2353,1
1878,2404,2
1878,2411,2
1878,2425,2
1878,2435,1
1878,2522,1
1878,2534,1
1878,2543,2
1878,2547,1
1878,2676,1
1878,2769,1
1878,2896,2
1878,2936,1
1878,2985,3
1878,3001,1
1878,3108,1
1878,3238,1
1878,3313,1
1878,3417,1
1878,3436,1
1878,3446,1
1878,3528,1
1878,3806,1
1878,3818,2
1878,3841,5
1878,4019,1
1878,4221,3
1879,60,1
1879,280,1
1879,303,1
1879,342,1
1879,609,1
1879,674,1
1879,747,1
1879,839,1
1879,872,1
1879,1162,1
1879,1200,1
1879,1247,1
1879,1340,1
1879,1356,1
1879,1660,1
1879,1840,1
1879,1883,1
1879,1927,1
1879,2041,1
1879,2063,1
1879,2161,2
1879,2452,1
1879,2498,1
1879,2818,1
1879,2840,1
1879,2849,4
1879,2895,1
1879,2896,1
1879,2982,1
1879,2987,1
1879,3113,1
1879,3366,2
1879,3450,1
1879,3688,6
1879,4264,1
1880,273,1
1880,318,1
1880,484,2
1880,495,2
1880,607,1
1880,740,2
1880,780,3
1880,842,1
1880,877,3
1880,882,1
1880,906,1
1880,1028,1
1880,1070,1
1880,1162,2
1880,1224,1
1880,1372,1
1880,1510,1
1880,1570,1
1880,1652,1
1880,1673,1
1880,1698,2
1880,1711,1
1880,1774,1
1880,1955,2
1880,1973,1
1880,2110,1
1880,2111,1
1880,2226,1
1880,2239,1
1880,2268,1
1880,2324,1
1880,2330,1
1880,2397,1
1880,2440,1
1880,2459,1
1880,2516,2
1880,2649,1
1880,2896,5
1880,3023,5
1880,3127,2
1880,3129,1
1880,3216,1
1880,3231,1
1880,3238,2
1880,3243,1
1880,3423,1
1880,3467,1
1880,3507,1
1880,3566,1
1880,3625,1
1880,3783,1
1880,3818,5
1880,3935,1
1880,3953,1
1880,4270,2
1881,137,1
1881,379,1
1881,474,1
1881,482,1
1881,564,1
1881,571,1
1881,608,1
1881,780,2
1881,818,1
1881,1159,2
1881,1224,1
1881,1256,1
1881,1356,1
1881,1402,2
1881,1694,1
1881,1738,2
1881,1866,1
1881,2072,1
1881,2074,1
1881,2161,2
1881,2633,1
1881,2782,2
1881,2797,1
1881,2834,1
1881,2849,3
1881,2876,1
1881,3127,1
1881,3238,1
1881,3389,1
1881,3461,1
1881,3627,2
1881,3688,7
1881,3723,1
1881,3867,1
1881,3969,1
1881,4160,2
1882,137,1
1882,263,2
1882,273,2
1882,276,1
1882,371,1
1882,462,1
1882,471,1
1882,495,1
1882,502,1
1882,867,1
1882,877,1
1882,993,1
1882,1060,2
1882,1115,1
1882,1120,1
1882,1132,1
1882,1202,1
1882,1208,1
1882,1544,1
1882,2084,1
1882,2490,1
1882,2498,1
1882,2538,1
1882,2609,1
1882,2734,1
1882,2896,1
1882,2996,1
1882,3012,1
1882,3077,1
1882,3078,1
1882,3446,1
1882,3472,1
1882,3694,1
1882,3798,2
1882,3818,1
1882,3874,2
1882,4130,1
1882,4143,1
1882,4220,1
1882,4231,6
1883,84,1
1883,232,1
1883,301,1
1883,312,1
1883,318,1
1883,388,7
1883,420,1
1883,613,1
1883,747,1
1883,854,1
1883,938,4
1883,943,1
1883,1035,2
1883,1056,1
1883,1208,1
1883,1262,1
1883,1362,1
1883,1372,1
1883,1544,1
1883,1678,1
1883,1696,1
1883,1733,1
1883,1825,1
1883,1844,1
1883,1905,1
1883,1983,3
1883,2013,3
1883,2180,2
1883,2501,1
1883,2574,2
1883,2645,1
1883,2649,1
1883,2651,1
1883,2731,1
1883,2734,1
1883,2877,2
1883,3060,1
1883,3216,1
1883,3230,2
1883,3264,4
1883,3423,1
1883,3441,1
1883,3473,1
1883,3799,1
1883,3832,1
1883,3897,1
1883,3910,1
1883,3930,1
1883,4019,1
1883,4130,1
1884,388,2
1884,495,2
1884,569,2
1884,890,1
1884,1162,4
1884,1177,1
1884,1211,1
1884,1684,1
1884,1912,1
1884,1963,1
1884,2190,1
1884,2598,2
1884,2962,2
1884,3005,1
1884,3086,1
1884,3125,1
1884,3166,1
1884,3199,1
1884,3264,1
1884,3305,1
1884,3659,1
1884,3818,2
1884,4121,1
1884,4142,1
1884,4180,1
1885,89,1
1885,413,1
1885,482,1
1885,544,1
1885,603,1
1885,989,1
1885,995,1
1885,1071,1
1885,1079,1
1885,1162,1
1885,1450,1
1885,1522,2
1885,1529,1
1885,1693,1
1885,1821,1
1885,1983,2
1885,2093,1
1885,2108,1
1885,2125,4
1885,2226,1
1885,2238,1
1885,2310,2
1885,2759,2
1885,2985,1
1885,3279,2
1885,3290,1
1885,3446,1
1885,3590,1
1885,3818,1
1885,3978,1
1886,60,1
1886,200,1
1886,228,1
1886,241,1
1886,251,1
1886,253,1
1886,275,1
1886,970,2
1886,1072,1
1886,1110,1
1886,1193,1
1886,1445,1
1886,1450,2
1886,1830,1
1886,1936,1
1886,2063,1
1886,2119,1
1886,2199,1
1886,2300,1
1886,2452,1
1886,2769,1
1886,3022,1
1886,3069,1
1886,3127,1
1886,3210,1
1886,3230,1
1886,3264,1
1886,3529,1
1886,3648,1
1886,3906,2
1886,3928,1
1886,3970,1
1886,3980,1
1886,3985,1
1886,4002,1
1886,4044,1
1887,224,1
1887,301,1
1887,477,1
1887,795,1
1887,854,1
1887,1154,1
1887,1830,1
1887,1866,1
1887,2050,1
1887,2074,1
1887,2598,1
1887,2677,1
1887,2774,1
1887,2820,1
1887,2985,1
1887,3063,1
1887,3405,1
1887,3674,1
1887,3749,1
1887,3818,3
1887,3903,1
1887,4184,1
1888,137,2
1888,463,5
1888,594,1
1888,612,1
1888,917,1
1888,1036,1
1888,1190,1
1888,1361,1
1888,1508,1
1888,1634,1
1888,1801,1
1888,2072,2
1888,2107,1
1888,2142,1
1888,2561,1
1888,2629,1
1888,2633,1
1888,3257,1
1888,3311,1
1888,3403,1
1888,3407,1
1888,3570,1
1888,3700,1
1888,3715,1
1888,3767,1
1888,4185,1
1889,159,1
1889,388,4
1889,446,2
1889,455,1
1889,914,1
1889,1251,4
1889,1276,1
1889,1304,1
1889,1360,1
1889,1569,1
1889,1679,1
1889,1764,5
1889,1780,1
1889,1921,1
1889,1972,4
1889,2030,1
1889,2071,3
1889,2419,1
1889,2615,1
1889,2676,2
1889,2694,1
1889,2734,2
1889,2773,1
1889,2825,2
1889,2849,1
1889,3025,1
1889,3264,1
1889,3282,1
1889,3290,1
1889,3410,1
1889,3446,1
1889,3688,1
1889,3737,1
1889,3879,1
1889,4004,1
1890,57,1
1890,115,1
1890,240,1
1890,267,1
1890,275,1
1890,299,1
1890,342,1
1890,402,1
1890,438,1
1890,458,1
1890,562,1
1890,607,1
1890,653,1
1890,715,1
1890,795,1
1890,907,1
1890,1006,1
1890,1111,1
1890,1276,1
1890,1325,1
1890,1339,1
1890,1404,1
1890,1432,4
1890,1461,1
1890,1494,1
1890,1603,1
1890,1660,1
1890,1667,1
1890,1764,1
1890,1827,1
1890,1836,1
1890,1886,1
1890,1908,1
1890,1987,2
1890,2001,1
1890,2011,1
1890,2127,1
1890,2252,1
1890,2576,1
1890,2603,1
1890,2676,1
1890,2705,1
1890,2747,1
1890,2779,1
1890,2844,2
1890,3038,1
1890,3212,1
1890,3282,1
1890,3369,1
1890,3392,1
1890,3441,1
1890,3528,1
1890,3585,1
1890,3593,1
1890,3614,1
1890,3731,1
1890,3798,1
1890,3915,1
1890,4091,1
1891,247,1
1891,301,2
1891,499,1
1891,569,1
1891,780,1
1891,923,2
1891,1079,1
1891,1162,2
1891,1219,1
1891,1355,1
1891,1375,1
1891,1450,1
1891,1667,1
1891,1738,1
1891,1859,1
1891,1905,1
1891,2074,7
1891,2093,1
1891,2144,1
1891,2223,1
1891,2255,1
1891,2329,1
1891,2504,1
1891,2505,1
1891,2751,1
1891,3072,1
1891,3102,1
1891,3161,1
1891,3264,2
1891,3276,1
1891,3293,1
1891,3334,1
1891,3449,1
1891,3613,1
1891,3714,1
1891,3746,1
1891,3818,3
1891,3823,1
1891,4007,1
1891,4067,1
1891,4077,1
1891,4180,1
1891,4188,1
1891,4270,3
1891,4297,1
1892,235,3
1892,253,1
1892,301,2
1892,311,1
1892,590,1
1892,891,1
1892,1208,1
1892,1211,1
1892,1484,1
1892,1754,1
1892,1764,1
1892,1908,1
1892,1941,1
1892,1983,1
1892,2041,1
1892,2074,4
1892,2093,2
1892,2184,1
1892,2223,1
1892,2320,1
1892,2374,1
1892,2751,1
1892,2857,1
1892,2903,1
1892,3088,1
1892,3238,1
1892,3282,1
1892,3290,1
1892,3395,1
1892,3419,1
1892,3450,1
1892,3818,4
1892,3880,1
1892,3903,1
1892,3978,1
1892,4007,1
1892,4180,1
1892,4297,1
1893,251,1
1893,301,1
1893,434,1
1893,477,1
1893,506,1
1893,841,1
1893,914,1
1893,1252,1
1893,1267,1
1893,1510,1
1893,1611,1
1893,1693,1
1893,1764,1
1893,1988,1
1893,2046,1
1893,2093,1
1893,2225,3
1893,2309,1
1893,2397,1
1893,2485,1
1893,2565,1
1893,2567,1
1893,2744,1
1893,3022,1
1893,3116,1
1893,3131,1
1893,3378,1
1893,3818,2
1893,3970,1
1893,4004,1
1893,4162,2
1893,4175,1
1894,241,1
1894,253,1
1894,388,2
1894,440,2
1894,472,2
1894,489,4
1894,495,1
1894,525,1
1894,700,1
1894,786,1
1894,838,1
1894,849,2
1894,906,2
1894,907,1
1894,923,1
1894,948,1
1894,993,1
1894,1013,5
1894,1035,1
1894,1043,1
1894,1070,1
1894,1211,1
1894,1245,1
1894,1320,1
1894,1357,1
1894,1519,1
1894,1665,1
1894,1673,1
1894,1754,1
1894,1764,3
1894,1780,1
1894,1819,1
1894,1852,1
1894,1887,1
1894,1910,1
1894,2006,2
1894,2041,2
1894,2078,2
1894,2123,1
1894,2329,1
1894,2379,1
1894,2408,1
1894,2589,1
1894,2614,1
1894,2633,1
1894,2648,8
1894,2788,1
1894,2849,1
1894,2968,1
1894,3016,1
1894,3022,1
1894,3046,1
1894,3282,5
1894,3363,1
1894,3417,2
1894,3446,1
1894,3455,1
1894,3465,1
1894,3528,1
1894,3539,2
1894,3544,2
1894,3689,1
1894,3695,5
1894,3767,1
1894,3823,1
1894,3886,1
1894,4056,2
1894,4156,3
1894,4176,1
1895,46,1
1895,57,2
1895,68,1
1895,275,1
1895,301,3
1895,380,1
1895,388,1
1895,477,1
1895,842,1
1895,914,1
1895,922,1
1895,925,1
1895,1092,1
1895,1162,1
1895,1217,1
1895,1266,1
1895,1339,1
1895,1418,1
1895,1433,1
1895,1743,1
1895,1908,1
1895,1933,1
1895,1972,1
1895,2015,1
1895,2040,1
1895,2041,1
1895,2071,3
1895,2074,1
1895,2161,1
1895,2225,1
1895,2454,1
1895,2485,1
1895,2498,1
1895,2505,2
1895,2526,1
1895,2747,1
1895,2751,1
1895,2893,1
1895,2896,1
1895,3038,5
1895,3090,1
1895,3153,1
1895,3161,1
1895,3178,1
1895,3214,1
1895,3238,1
1895,3296,1
1895,3446,1
1895,3625,1
1895,3818,6
1895,3851,1
1895,4005,1
1895,4124,1
1895,4127,1
1895,4137,1
1895,4162,1
1895,4230,1
1895,4299,1
1896,8,1
1896,63,1
1896,228,1
1896,275,1
1896,301,1
1896,477,1
1896,586,1
1896,809,1
1896,926,1
1896,944,1
1896,963,1
1896,1141,1
1896,1499,1
1896,1764,2
1896,1983,1
1896,2071,1
1896,2136,1
1896,2284,2
1896,2586,2
1896,2694,1
1896,2734,1
1896,2818,2
1896,2985,1
1896,3025,1
1896,3038,1
1896,3088,2
1896,3417,1
1896,3818,1
1896,4294,1
1897,411,1
1897,853,1
1897,857,1
1897,891,1
1897,914,2
1897,1037,2
1897,1079,1
1897,1355,1
1897,1361,1
1897,1532,1
1897,1555,1
1897,1601,1
1897,1780,1
1897,1863,1
1897,1936,1
1897,1987,1
1897,2076,1
1897,2156,1
1897,2207,1
1897,2492,1
1897,2750,1
1897,2971,1
1897,3038,1
1897,3102,1
1897,3306,1
1897,3389,1
1897,3405,1
1897,3723,1
1897,3775,1
1897,3818,2
1897,3822,1
1898,137,1
1898,303,1
1898,332,1
1898,890,1
1898,1036,1
1898,1159,2
1898,1342,1
1898,1519,1
1898,1713,1
1898,1773,1
1898,1801,1
1898,2139,1
1898,2161,1
1898,2288,4
1898,2561,1
1898,2633,3
1898,3273,2
1898,3388,1
1898,3403,1
1898,3466,1
1898,3699,4
1898,3992,1
1898,4170,2
1898,4232,1
1898,4268,1
1899,77,2
1899,482,1
1899,502,1
1899,550,1
1899,867,2
1899,890,1
1899,956,1
1899,1284,1
1899,1729,3
1899,1789,1
1899,1933,2
1899,2054,1
1899,2074,1
1899,2105,1
1899,2478,1
1899,2744,1
1899,2857,1
1899,2962,1
1899,3282,1
1899,3290,1
1899,3395,1
1899,3412,1
1899,3446,1
1899,3543,1
1899,3544,1
1899,3695,1
1899,3702,1
1899,3770,1
1899,4019,1
1899,4230,2
1900,438,1
1900,482,2
1900,872,1
1900,900,1
1900,1132,1
1900,1141,1
1900,1211,1
1900,1284,2
1900,1521,1
1900,1562,1
1900,1582,1
1900,1729,1
1900,1733,1
1900,1840,1
1900,1921,1
1900,1933,1
1900,2031,2
1900,2167,1
1900,2418,1
1900,2567,1
1900,2593,1
1900,2708,1
1900,2744,1
1900,2849,1
1900,2971,1
1900,2985,2
1900,3190,1
1900,3238,1
1900,3285,1
1900,3316,1
1900,3398,1
1900,3446,1
1900,3465,1
1900,3605,1
1900,3647,1
1900,3695,1
1900,3841,1
1900,3875,1
1900,4220,1
1900,4230,1
1901,314,2
1901,839,1
1901,867,2
1901,1162,1
1901,1351,1
1901,1424,1
1901,1729,1
1901,1933,1
1901,2395,1
1901,2501,1
1901,2734,1
1901,2962,1
1901,3142,1
1901,3282,1
1901,3446,1
1901,3607,1
1901,3613,1
1901,3625,1
1901,3702,1
1901,3795,1
1901,3943,1
1901,4230,1
1902,235,2
1902,275,1
1902,664,1
1902,841,2
1902,956,2
1902,1036,1
1902,1162,1
1902,1372,1
1902,1780,1
1902,2031,2
1902,2345,1
1902,2471,1
1902,2645,1
1902,2817,1
1902,2820,1
1902,2891,1
1902,2945,1
1902,3392,2
1902,3410,1
1902,3411,1
1902,3613,2
1902,3625,1
1902,3695,1
1902,3818,1
1902,3867,1
1902,4062,2
1903,121,1
1903,379,1
1903,482,1
1903,913,1
1903,935,1
1903,1251,1
1903,1764,5
1903,1876,1
1903,1952,1
1903,2623,1
1903,2825,1
1903,2830,1
1903,2838,1
1903,2971,1
1903,3076,1
1903,3140,1
1903,3161,1
1903,3231,1
1903,3296,1
1903,3389,2
1903,3685,1
1903,4068,1
1903,4142,1
1904,3,1
1904,105,1
1904,251,1
1904,253,1
1904,303,1
1904,375,1
1904,380,1
1904,439,1
1904,698,1
1904,795,1
1904,927,1
1904,957,1
1904,970,2
1904,1035,1
1904,1177,1
1904,1198,1
1904,1362,3
1904,1389,1
1904,1446,1
1904,1568,1
1904,1729,1
1904,1755,1
1904,1804,1
1904,1820,1
1904,1825,1
1904,1830,1
1904,1842,1
1904,1932,1
1904,1972,1
1904,1983,2
1904,2109,1
1904,2156,1
1904,2316,1
1904,2350,1
1904,2372,1
1904,2436,1
1904,2611,1
1904,2779,1
1904,2817,1
1904,3007,1
1904,3052,1
1904,3075,1
1904,3142,1
1904,3378,1
1904,3528,1
1904,3553,1
1904,3695,2
1904,3752,1
1904,3823,1
1904,3953,1
1904,3994,1
1904,4013,1
1904,4160,1
1904,4224,1
1904,4270,1
1904,4272,1
1904,4292,1
1905,665,1
1905,697,1
1905,731,1
1905,890,2
1905,907,1
1905,975,1
1905,1162,1
1905,1177,1
1905,1251,1
1905,1266,1
1905,1349,1
1905,1554,1
1905,1764,1
1905,2064,1
1905,2105,1
1905,2223,1
1905,2343,1
1905,2504,1
1905,2648,2
1905,2934,1
1905,2954,1
1905,2982,1
1905,3022,1
1905,3341,1
1905,3412,2
1905,3605,1
1905,3723,1
1905,3801,1
1905,3823,1
1905,3859,1
1905,3906,1
1905,4008,1
1905,4056,1
1905,4160,1
1905,4168,2
1905,4247,1
1905,4264,1
1906,301,1
1906,401,1
1906,412,1
1906,427,1
1906,477,1
1906,482,2
1906,613,1
1906,665,1
1906,733,1
1906,809,1
1906,914,1
1906,915,1
1906,1239,1
1906,1332,1
1906,1583,1
1906,1693,3
1906,2111,1
1906,2161,1
1906,2603,1
1906,2774,1
1906,2831,1
1906,2962,1
1906,3078,1
1906,3266,1
1906,3272,1
1906,3332,1
1906,3528,1
1906,3625,1
1906,3647,1
1906,3714,1
1906,3818,3
1906,4127,1
1907,283,1
1907,301,2
1907,436,1
1907,477,1
1907,568,1
1907,839,2
1907,849,1
